gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
Smp_032970.1	332.23	0.17	0	2416.7	651.21	2525.55	4655.93	5583.26	6777.02	5944.95	7750.99	5149.05	7.55	1.06	0	1.53	2.69	0	0.74	0.72	1.82	5.26	2.88	5.71
Smp_032970.2	0.57	0	0	5.36	1.1	4.75	8.62	10.51	5.35	7.22	3.15	8.24	0	0	0	0	0	0.3	0	0	0	0	0.15	0
Smp_032980.1	453.19	0	0	4887.03	12359.73	5021.95	195.56	52.24	67.57	37.88	11.83	128.19	0	0	0	0	0	0	0	0	0	0.33	0.33	0
Smp_032990.1	695.76	0	0	25409.04	18480.94	12470.26	1975.97	725.2	441.42	277.05	224.77	1416.09	0	0	0	0.71	4.93	0.6	0.68	0	1.68	9.37	9.6	15.1
Smp_033000.1	3752.51	2.14	9.28	52155.71	42612.33	49177.06	6774.95	4314.66	3628.51	3573.04	4000.4	5186.57	13.52	25.35	8.73	4.68	4.7	4.16	8.39	16.37	9.36	3.38	3.72	8.94
Smp_033010.1	7.14	0.05	0.29	15.45	28.35	20.12	3.8	3.79	2.22	2.27	2.55	3.31	2.64	2.33	2.13	2.15	1.96	2.63	0.64	0.63	0.52	0.96	0.81	0.89
Smp_033020.1	73.67	67.51	39.99	17.88	10.07	22.19	95.31	103.66	135.05	143.15	145.6	102.3	93.06	84.48	81.88	67.7	57.14	59.39	53.41	57.47	56.09	51.69	48.76	69.2
Smp_033020.2	10	5.45	5.72	18.81	27.38	18.78	14.62	15.06	16.72	18.5	12.28	9.66	6.7	6.82	12.91	5.71	9.29	5.88	1.25	3.54	2.55	1.63	1.15	1.46
Smp_033040.1	9.55	0.28	0.64	1.75	0.27	0.98	66.55	65.62	66.52	66.41	72.27	71.2	333.2	397.18	420.62	191.27	197.99	188.57	32.31	32.38	30.33	22.49	44.61	44.12
Smp_033050.1	124.63	65.36	63.65	53.54	45.57	70.56	41.61	43.49	51.64	51.27	40.78	45.16	63.79	51.26	68.98	99.46	85.29	82.32	40.09	39.37	40.57	63.66	62.9	67.95
Smp_033050.2	0.79	0	1.23	0	0	0	1.74	1.08	5.41	0	4.14	3.17	0.13	3.97	1.68	2.47	1.42	6.55	3.59	3.06	3.75	3.6	4.55	3.78
Smp_033050.3	20.54	1.37	1.33	20.29	5.23	29.11	9.89	10.25	18.8	23.83	10.31	7.37	9.76	4.23	9.05	9.69	9.95	6.98	0	0	0	0.99	1.26	1.04
Smp_033110.1	30.43	13.59	18.55	27.64	16.01	49.23	7.1	7.13	13.85	15.11	15.12	7.99	25.06	24.54	21.67	15.47	17.17	14.51	6.83	8.58	10.11	11.56	9.72	15.24
Smp_033140.1	31.72	8.76	14.67	30.15	73.85	24.17	26.54	31.44	55.47	61.32	62.83	27.19	58.88	54.35	53.08	92.66	84.26	82.18	41.96	34.62	37.55	94.46	81.08	81.22
Smp_033210.1	33.96	17.87	14.26	29.09	35.33	29.82	42.12	47.12	25.29	27.73	33.21	39.18	37.35	25.04	31.51	22.88	23.2	29.1	21.18	25.4	23.88	17.87	16.11	22.12
Smp_033210.2	2.65	2.14	3.86	6.59	0	9.95	10.45	9.6	12.13	10.65	7.75	15.72	11.55	9.95	14.32	5.53	5.27	3.8	7.35	6.68	6.84	7.2	9.61	7.11
Smp_033250.1	0.47	0	0	0.2	0	0.05	0	0	0	0	0	0	42.63	5.66	2.86	11.2	7.96	19.11	1534.23	1502.74	1300.19	850.02	572.58	487.02
Smp_033260.1	76.78	59.36	97.88	50.53	52.88	75.11	53.58	52.62	85.67	88.57	77.93	54.91	54.01	44.02	55.76	84.58	79.06	70.24	61.93	58.68	61.69	97.52	86.14	99.13
Smp_033330.1	60.35	4.51	4.68	55.61	84.39	80.03	100.1	118.12	157.71	115.73	115.55	126.13	125.97	138.38	121.56	374.85	453.19	388.15	43.37	50.14	37.39	173.56	210.2	199.95
Smp_033350.1	50.32	32.06	22.22	12.5	7.04	18.91	19.96	24.44	23.86	21.18	19.95	25.56	32.86	25.12	31.84	56.41	47.79	56.28	35.73	38.61	40.03	50.18	45.09	52.48
Smp_033380.1	145.25	0.02	0	0	0	0.01	0	0	0	0.05	0	0.03	0	0.12	0	0.23	0.1	0	0	0	0	0	0	0
Smp_033400.1	1.46	1.86	4.68	24.7	25.58	25.54	5.28	2.71	4.66	1.68	3.14	4.42	0	0	1.07	2.07	1.3	1.08	0.75	0.77	1.85	1.7	2.35	2.35
Smp_033400.2	504.7	1052.85	1157.54	10422.42	2906.27	9062.06	839.12	768.9	637.94	630.3	675.18	801.84	595.7	820.08	713.27	369.33	567.06	406.02	433.81	429.59	426.41	467.34	396.21	554.84
Smp_033530.1	328.94	61.69	92.2	257.67	206.15	349.74	188.62	191.83	93.78	96.55	115.64	201.81	391.9	396.77	439.08	324.95	318.29	346.78	167.33	177.61	188.89	219.49	203.92	220.24
Smp_033540.1	167.86	248.74	116.53	60.27	78.45	93.74	169.32	169.43	159.87	171.56	177.55	174.56	247.13	204.98	230.89	185.98	180.7	183.06	204.37	194.55	205.83	167.98	143.32	194.62
Smp_033590.1	45.82	28.32	30.97	44.67	47.08	62.5	45.09	48.93	52.91	48.31	48.84	45.79	24.09	19.97	20.94	22.9	17.82	21	19.46	15.81	19.68	17.71	20.69	22.43
Smp_033600.1	41.76	9.16	17.67	15.29	7.31	27.94	23.03	23.45	28.13	30.98	23.86	26.46	36.97	27.67	37.69	55.06	45.21	49.09	40.22	35.47	38.95	51.22	57.29	65.72
Smp_033610.1	171.09	267.76	282.5	545.68	194.74	422.39	300.21	316.23	347.98	345.95	401.83	308.51	177	202.27	191.85	74.26	93.4	72.45	107.5	111.55	124.9	71	56.88	87.48
Smp_033620.1	100.52	15.86	13.29	63.22	37.1	47.72	111.91	128.06	100.06	99.87	148.55	146.18	148.72	181.62	161.99	155.49	147.71	154.87	170.74	149.64	139.71	104.93	116.29	128.18
Smp_033660.1	61.41	39.54	46.26	17.37	9.33	29.73	28.7	30.67	29.48	25.92	34.49	34.32	59.55	42.24	58.78	38.76	34.43	41.11	34.7	36.79	39.69	31.82	39.71	44.58
Smp_033670.1	541.71	507.62	561.32	419.67	224.79	399.2	305.22	294.53	228.86	238.04	291.23	315.76	417.74	515.37	503.43	215.22	325.89	223.27	257.95	269.9	312.94	269.7	172.09	287.27
Smp_033680.1	104.56	161.52	123.34	72.69	109.43	99.41	126.74	127.81	154.43	148.88	155.32	135.4	107.15	104.84	106.79	76.38	84.88	75.44	70.69	66.5	69.89	65.69	49.03	75.64
Smp_033700.1	66.3	67.48	21.21	7.28	4.77	10.94	23.26	21.54	22.79	22.52	22.47	19.23	16.15	12.89	13.42	12.92	8.8	10.78	31.53	29.03	28.27	17.83	19.21	28.05
Smp_033700.2	0	0	0	0	0	0	0.56	0.53	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.19	0
Smp_033710.1	197.12	602.1	370.35	121.91	69.19	200.52	141.65	145.63	124.93	134.25	138.69	146.8	142.78	94.07	144.37	73.71	73.45	72.58	115.68	104.68	127.56	77.95	63.12	95.43
Smp_033760.1	132.88	226.32	111.12	48.83	31.5	90.26	91.19	96.57	72.06	68.42	70.78	95.02	61.14	42.91	57.54	41.19	32.77	39.52	60.37	60.94	67.36	41.2	40.43	56.35
Smp_033770.1	58.15	5.92	5.56	30.1	25.48	32.82	12.74	12.47	25.76	24.16	15.61	11.58	32.19	29.73	29.59	44.55	41.12	43.12	19.54	23.51	22.36	39.04	42.88	43.57
Smp_033870.1	20.15	6.01	3.22	25.55	16.01	31.95	39.04	37.84	66.26	57.2	48.32	45.42	129.16	88.21	136.55	112.38	108.05	113.02	17.53	20.78	24.02	39.23	40.01	44.26
Smp_033930.1	25.97	8.08	83.37	45.05	88.9	75.49	25.43	23.02	22.63	20.13	25.55	20.55	10.24	8.05	6.27	5.17	5.08	4.01	7.06	5.05	6.46	5.73	5.21	6.22
Smp_033950.1	108.27	85.76	54.94	44.56	23.48	47.78	40.02	43.16	80.17	73.69	58.31	48.77	51.01	32.53	56.08	39.45	37.13	36.66	26.57	28.19	37.32	27.68	27.72	35.47
Smp_033970.1	56.5	56.26	84.99	34.73	38.31	26.66	35.73	37.9	39.39	37.62	38.51	40.63	62.97	73.54	81.74	38.6	41.52	35.21	29.72	31.95	34.63	24.63	21.68	28.76
Smp_033990.1	121.27	82.98	68.83	38.98	25.97	46.36	96.23	98.25	54.58	50.95	77.23	99.02	98.36	129.55	112.82	88.85	91.29	85.32	103.25	106.48	100.24	62.14	55.35	77.1
Smp_034000.1	58.2	24.12	35.23	29.38	20.35	59.31	18.65	20.35	45.75	39.84	29.08	22.84	29.96	20.55	31.89	47.36	40.51	42.06	18.55	18.37	21.3	35.33	33.64	39.1
Smp_034080.1	5.67	0.04	0.03	0.85	1.31	1.41	0.71	0.81	0.99	1.03	0.64	0.89	1.75	1.75	1.89	2.17	1.7	1.85	3.13	3.25	2.23	1.6	2.07	2.81
Smp_034090.1	26.6	5.07	7.28	30.38	25.8	42.14	16.68	17.5	24.04	19.91	20.94	17.6	18.68	15.28	21.96	17.34	15.13	15.5	5.83	7.99	9.36	9.89	9.76	9.74
Smp_034100.1	16.19	1.58	0.98	88.32	20.37	32.99	12.43	13.69	6.26	4.68	6.15	12.21	11.26	5.58	8.6	6.89	5.11	8.6	3.78	3.19	3.05	3.26	5.26	4.56
Smp_034120.1	32.72	11.89	67.8	92.3	51.9	88.6	100.35	98.84	236.15	203.56	157.9	100.49	118.48	105.72	137.38	41.69	77.42	70.03	3.64	10.5	19.65	13.07	15.22	34.87
Smp_034120.2	39.53	39.28	70.17	144.68	160.56	139.05	46.53	42.63	92.84	111.96	59.72	47.37	43.9	33.84	39.93	54.84	44.59	50.14	19.52	23.5	19.47	44.6	49.11	32.45
Smp_034120.3	40.76	6.95	21.71	65.56	14.79	101.59	23.18	29.57	62.51	66.78	45.18	31.06	75.91	65.66	98.64	93.91	68.22	92.11	16.22	10.61	12.76	28.13	25.25	38.78
Smp_034190.1	204.08	306.73	239.33	178.46	124.22	198.74	181.53	191.13	241.88	245.99	275.14	179.78	169.4	171.11	187.38	93.32	111.69	63.33	201.14	204.38	157.98	81.84	94.16	88.02
Smp_034270.1	32.63	11.72	11.7	16.12	11.81	24.91	11.74	12.71	9.62	9.86	8.09	13.25	20.51	14.25	19.42	19.84	17.12	17.96	8.4	9.08	11.31	14.56	13.92	17.51
Smp_034300.1	9.76	1.15	2.35	32.64	23.06	38.33	2.92	3.97	8.21	7.58	3.3	3.67	6.32	6.38	4.86	18.48	18.29	17.77	2.66	3.62	2.1	10.48	11.05	12.27
Smp_034300.2	3.2	0.02	0.07	11.63	3.15	6.76	1.08	0.37	0.52	0.9	0.6	1.21	1.02	0.26	1.63	1.2	0.87	0.9	0.38	0.16	0	0.5	0.65	0.59
Smp_034400.1	73.2	12.88	14.83	68.17	44.36	94.1	200.63	210.36	237.02	213.03	237.49	206.83	193.92	189.85	180.69	148.21	171.76	164.71	88.45	82.57	78.64	112.73	114.85	137.88
Smp_034410.1	146.59	22.31	15.41	137.1	150.99	169.71	73.38	76.69	92.47	84.15	93.49	83.6	780.86	458.31	572.19	982.31	958.85	937.58	120.53	123.9	134.55	333.3	283.22	297.07
Smp_034420.1	136.72	43.17	87.19	531.8	166.34	407.87	320.75	319.9	291.14	257.27	348.51	373.05	723.99	845.06	772.66	704.46	923.92	754.35	130.36	143.78	155.72	213.08	227.41	273.72
Smp_034430.1	63.34	14.96	9.33	69.11	75.77	85.15	76.22	70	64.46	55.42	64.65	72.77	104.89	137.17	110.48	102.04	95.51	84.42	74.06	80.81	71.02	74.89	73.11	87.85
Smp_034450.1	76.98	77.3	83.99	37.14	21.14	111.8	44.61	53.41	50.63	52.03	46.95	49.42	43.68	36.16	43.52	43.71	42.47	37.96	22.76	22.41	28.58	37.86	32.05	38.09
Smp_034490.1	280.86	809.27	587.07	162.81	116.12	152.92	593.73	581.74	418.1	457.38	503.14	554.6	293.92	313.65	269.32	105.41	106.47	110.88	299.04	294.6	283.15	120.97	89.63	139.74
Smp_034500.1	28.73	3.06	4.32	16.08	10.38	16.69	30.65	27.48	46.03	46.11	27.7	34.37	13.45	11.83	10.69	22.74	23.63	19.04	3.05	3.54	3.31	7.81	11.4	11.91
Smp_034530.1	64.3	18.49	15.72	91.29	102.71	95.6	103.95	114.99	67.95	68.87	84.9	96.34	79.43	54.64	71.81	48.23	50.52	54.93	82.91	94.32	91.34	62.49	55.24	68.79
Smp_034550.1	112.36	0.88	2.99	531.39	542.13	617.28	25.58	19.86	25.04	23.2	17.79	26.12	226.19	381.37	272.16	197.49	279.18	172.3	12.27	13.61	13.87	21.55	24.93	29.77
Smp_034610.1	14.01	0.05	0.34	6.64	6.98	8.75	13.24	14.82	30.22	33.06	25.96	16.03	2.59	2.21	3.72	2.9	2.8	2.75	0.9	0.83	0.94	1.39	1.22	2.12
Smp_034660.1	17.17	3.49	6.53	6.19	2.14	22.93	15.16	15.42	28.77	24.38	25.87	17.51	31.51	15.86	24.12	54.12	40.63	54.33	10.38	10.47	12.72	15.43	18.35	24.27
Smp_034660.2	7.16	0.32	0.25	3.04	1.4	2.97	1.05	0.84	2.51	2.68	1.31	0.88	6.72	2.72	0.72	7.38	6.7	6.6	1.1	0.69	1.2	3.96	6.93	6.94
Smp_034660.3	0.74	0	0	0.27	0	0.08	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0.45	0
Smp_034660.4	56.16	0.12	0.51	4.19	1.68	3.57	0	0.61	4.2	3.36	1.14	1.06	0.39	1.85	1.07	1.52	1.25	1.21	4.4	2.45	1.31	3.59	4.3	4.52
Smp_034670.1	52.1	60.51	48.68	21.13	12.06	22.92	27.45	30.24	45.47	43.58	39.8	29.41	44.8	26.55	35.41	40.73	35.86	37.83	43.44	40.54	48.2	50.17	45.7	57.02
Smp_034680.1	4.03	0.78	5.07	1.15	2.13	2.04	0.41	0.45	0.26	0.22	0.07	0.46	0.18	0.31	0.05	0.23	0.05	0.12	0.69	0.93	0.81	1.02	0.84	1.19
Smp_034700.1	128.87	179.75	233.51	61.39	39.19	88.37	116.22	122.11	98.73	102.09	120.8	120.71	74.02	99.05	90.53	48.5	56.95	49.29	107.3	107.54	109.66	65.34	60.98	75.95
Smp_034840.1	1432.4	1833.35	872.13	503.62	271.02	622.08	1869.48	1927.03	2150.14	1960.15	1984.66	2082.53	3501.02	4409.44	4095.15	2259.27	2393.07	2263.44	1141.1	1136.92	1160.81	953.47	1003.66	1409.33
Smp_034850.1	8.78	0	1.51	14.23	10.7	23.05	3.51	2.82	3.48	4.29	3.42	3.09	15.79	25.82	22.11	12.63	14.67	17.95	1.08	1.38	3.73	2.61	4.39	4.15
Smp_034850.2	19.55	0.25	0.44	20.48	16.72	50.09	6.95	7.16	9.18	7.97	8.23	8.44	48.95	51.59	63.63	43.2	48.19	48.04	3.74	4.05	2.46	7.88	13.17	11
Smp_034860.1	2.52	0.04	0.05	1.39	0.35	3.28	0.81	0.88	0.99	1.1	0.67	0.91	0.29	0.27	0.29	0.65	0.62	0.46	0.06	0.18	0.08	0.7	0.39	0.67
Smp_034870.1	98.77	68.65	48.17	28.76	13.56	37.74	31.59	35.71	42.13	38.87	37.91	38.59	112.86	66.91	110.64	106.09	84.34	90.67	36.79	34.86	44.08	47.93	45.2	56.38
Smp_034920.1	4.84	0.02	0.1	1.66	2.05	1.3	0.16	0.15	0.06	0.11	0.15	0.14	1.72	2.55	1.92	3.01	2.18	2.92	2.11	1.91	1.4	1.19	1.18	1.46
Smp_034940.1	39.83	15.3	19.16	62.31	62.78	71.86	35.46	34.91	54	51.25	37.36	41.74	42.7	42.2	44.23	64.23	50.11	55.9	21.95	19.79	21.28	41.96	45.87	41.88
Smp_034940.2	12.55	2.7	8.95	23.1	34.29	37.7	3.79	3.38	2.18	2.78	1.85	3.15	4.62	2.51	5.11	5.76	3.85	5.19	3.38	4.42	2.8	7.97	9.04	7.44
Smp_034980.1	48.87	38.6	37.48	0.09	0.15	7.78	3.74	0	0	0	0	0.01	0	2.39	0	0	4.26	0	0	0	0	0.31	5.07	0
Smp_034980.2	18.73	8.47	13.52	11.95	9.49	14.9	5.76	7.2	7.61	7.6	11.78	2.43	12.7	0	0	0	0	2.23	3.72	0	3.04	1.31	0	1.04
Smp_034980.3	13.16	32.54	29.22	35.94	21.24	65.17	10.57	9.72	9.83	13.76	15.69	10.73	14.98	13.41	20.93	15.79	9.27	9.75	21.23	20.52	18.8	16.05	14.41	14.83
Smp_034980.4	0.01	2.76	8.68	62.87	42.32	28.39	34.22	37.88	50.43	55.29	54.23	36.38	29.85	19.17	26.25	9.57	6.13	10.98	26.19	30.25	35.46	10.44	4.02	18.14
Smp_034980.5	21.32	50.35	61.77	13.27	18.43	12.71	43.33	55.14	81.32	96.64	48.23	53.85	13.17	5.43	27.26	2.36	6.78	3.93	0	5.63	8.65	1.67	0.55	3.74
Smp_035000.1	27.2	1.83	4.14	24.11	26.89	20.77	23.17	26.24	16.87	17.48	22.61	21.13	22.41	29.39	20.39	17.41	16.03	15.82	30.85	36.37	32.14	49.52	44.22	41.29
Smp_035000.2	2.77	0	0.32	0.53	0.85	1.45	0	1.27	0	0	1.48	0.49	0	0	0	0.85	0	0	0	0	0	0.24	0.8	0
Smp_035010.1	42.59	12.4	43.13	42.06	15.58	67.31	77.28	79.73	108.04	99.95	112.42	74.32	116.21	151.75	122.48	179.66	187.09	171.35	123.98	113.24	103.81	246.21	248.01	235.23
Smp_035020.1	28.83	11.86	19.34	28.23	11.7	44.04	12	17.66	21.13	19.7	13.08	21.36	10.78	28.2	34.04	53	33.5	48.31	11.67	9.1	15.33	30.8	25.35	26.06
Smp_035020.2	45.61	1.94	1.82	12.28	7.44	15.19	36.96	36.04	66.68	59.03	67.41	34.05	100.18	63.36	65.29	119.93	123.74	120.06	51.37	55.53	43.65	128.27	120.92	118.12
Smp_035030.1	172.99	136.19	111.14	119.25	89.89	129.2	94.73	94.63	100.26	107.35	93.29	104.66	83.22	46.93	85.14	53.35	44.79	50.41	50.55	45.27	60.4	32.77	29.63	42.33
Smp_035040.1	5.83	0.05	0.13	0.96	1.12	1.23	7.48	8.31	5.63	4.81	6.93	11.68	16.44	16.77	14.33	22.95	19.53	23.12	6.3	5.84	6.82	8.54	10.61	11.01
Smp_035080.1	13.64	3.03	2.76	5.97	2.33	6.36	15.07	14.68	7.15	7.17	7.32	14.61	14.14	12.65	15.59	13.64	12.79	15.19	22.57	26.26	22.83	14.04	15.11	15.58
Smp_035090.1	71.61	17.27	25.34	77.48	56.45	113.83	25.77	28.09	43.97	40.62	31.15	30.1	19.98	15.37	20.49	33.01	29.47	29.18	21.73	24.49	24.7	103	92.65	107.93
Smp_035090.2	0	30.76	47.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_035090.3	4.89	24.82	18.41	2.83	0.16	2.35	1.18	1.99	2.69	4.22	0.72	2.08	1.34	1.08	0.81	1.18	0.98	1.04	0.35	1.58	0.9	2.59	2.57	3.16
Smp_035090.4	5.6	2.65	3.09	12.85	8.01	14.82	5.98	5.65	7.23	6.59	3.95	6.64	2.84	2.85	1.9	5.39	4.41	5.5	3.9	4.16	1.8	7.31	9.57	9.03
Smp_035110.1	21.74	2.58	5.42	13.47	7.06	24.48	15.67	16.78	33.48	33.06	30.54	16.85	43.2	40.36	37.32	72.73	78.41	65.43	12.48	13.79	12.95	32.13	28.9	31.94
Smp_035150.1	74.72	69.12	120.86	89.54	124.73	84.19	116.65	122.3	122.37	138.68	133.31	113.79	112.79	78.42	90.18	64.35	67.94	59.59	51.29	54.15	58.76	47.7	37.01	53.66
Smp_035180.1	11.24	0.09	0.32	2.48	3.1	3.55	2.2	3.2	3.46	3.11	2.52	3.51	11.82	15.63	12.28	10.62	8.62	9.43	1.73	2.36	2.18	4.24	4.27	7.34
Smp_035180.2	0.64	0	0	0.63	0	0.52	0	0	0	0	0	0.09	0	0	0.63	0.12	0	0.15	0.83	0	0	0	0.39	0.14
Smp_035190.1	18.51	0.4	0.83	12.13	2.09	12.79	2.56	4.76	14.55	15.5	4.43	3.71	0.77	4.31	0.85	12.96	10.16	12.26	1.34	1.64	0.15	6.1	5.18	6.72
Smp_035190.2	6.82	1.09	1.97	12.63	5.07	15.88	4.62	4.44	14.73	14.8	6.81	6.36	10.71	5.21	7.36	11.3	8.14	8.64	3.6	2.62	3.49	9.95	10.05	9.39
Smp_035190.3	11.98	1.31	2.39	25.59	18.3	30.33	10.5	11.73	26.52	24.81	17.89	11.78	17.46	17.42	25.29	24.18	18.81	22.25	9.56	11.62	8.04	15.44	14.7	16.58
Smp_035200.1	1097.41	3447.45	5023.16	817.57	696.72	912.75	2557.22	2462.18	2824.27	2884.46	2812.09	2517.84	1381.4	1154	1539.5	462.84	590.77	437.13	831.57	842.01	1077.89	488.73	320.15	628.06
Smp_035210.1	179.93	25.84	7.22	21.48	17.72	15.3	21.36	24.15	58.57	57.01	35.28	24.24	267.72	328.92	297.54	207.41	194.43	209.31	12.94	14.54	16.27	28.64	36.1	53.82
Smp_035220.1	4.1	0.33	0.29	5.72	1.52	4.79	0	2.66	0.91	0.65	0.09	0	2.65	1.92	2.44	4.31	1.85	4.19	0	0	0.87	0	1.6	0.42
Smp_035220.2	13.76	4.42	2.8	8.7	22.04	13.99	2.91	0.93	1.01	1.71	1.32	2.76	9.06	5.54	7.93	5.96	5.02	5.67	1.73	1.7	0.67	2.33	1.52	3.31
Smp_035220.3	3.61	0.08	0.12	2.22	0.85	2.97	0.68	0.85	0.66	0.47	0.53	0.44	1	0.47	2.18	2.02	1.65	2.26	0.34	0.57	0.09	0.99	0.73	1.01
Smp_035250.1	2.76	0.04	1.23	4.03	12.55	9.01	0.32	0.3	0.55	0.54	0.33	0.09	13.58	8.31	11.95	8.26	5.19	7.98	2.67	3.28	1.59	2.29	2.73	2.64
Smp_035260.1	81.13	141.83	56.43	0	0	2.07	43.55	37.25	35.82	25.78	39.27	48.68	193.36	128.29	129.95	301.97	207.04	264.23	31.64	34.82	30.41	29.1	38.64	52.75
Smp_035260.2	79.29	3.54	2.4	6.2	14.92	2	2.88	3.11	1.91	3.18	2.16	4.16	17	6.93	8.03	13.6	10.68	10.24	2.04	1.34	2.01	1.75	3.84	4.68
Smp_035260.3	11.04	2.77	1.17	0.57	0.52	0.56	3.92	5.9	2.73	1.8	3.52	5.63	31.17	21.66	20.76	32.13	28.43	33.42	3.83	3.54	5.47	5.15	7.43	7.72
Smp_035270.1	272.76	384.16	521.81	336.11	152.04	506.18	111.6	107.96	99.15	102.08	116.71	115.81	381.97	330.6	364.84	146	161.78	130.69	267.09	238.68	288.82	672.44	450.57	591.05
Smp_035280.1	79.58	115.67	152.92	62.11	68.12	73.54	65.51	67.18	103.52	102.62	94.39	65.15	51.88	45.38	51.33	45.25	45.79	42.65	43.63	42.22	47.71	57.36	47.19	62.76
Smp_035290.1	2.02	0.93	24.97	27.43	24.07	32.33	3.29	1.91	2.48	5.38	3.51	1.64	25.32	23.33	32.15	12.73	11.22	20.98	7.54	7.87	5.05	5.37	7.71	10.54
Smp_035300.1	88.56	93.78	43.03	25.79	9.65	33.74	129.58	135.38	128.99	126.97	115.49	131.48	131.86	123.41	115.76	134.08	127.73	133.26	185.73	166.24	179.14	178.33	148.93	186.22
Smp_035300.2	1.9	0.06	0.18	0.61	0	1.02	1.32	1.8	0.49	0.59	1.6	2.24	1.97	1	1.82	0.81	0.9	0.63	0.75	2.94	1.53	0.77	1.55	0.29
Smp_035310.1	172	563.27	431.48	171.52	523.66	179.27	201.89	190.27	209.4	245.56	217.97	185.29	116.85	89.06	124.39	6.39	6.68	10.34	104.8	94.37	130.84	10.22	4.17	18.07
Smp_035310.2	37.13	18.45	23.59	82.64	46.08	99.74	38.95	51.3	44.66	49.91	32.23	43.98	19.26	7.2	22.73	12.34	11.47	10.63	10.29	8.81	12.28	12.35	8.76	11.56
Smp_035310.3	37.13	18.45	23.59	82.64	46.08	99.74	38.95	51.3	44.66	49.91	32.23	43.98	19.26	7.2	22.73	12.34	11.47	10.63	10.29	8.81	12.28	12.35	8.76	11.56
Smp_035360.1	24.09	18.01	8.96	6.02	7.31	8.8	11.42	11.61	6.33	7.54	7.42	11.12	7.28	5	6.79	6.59	5.69	6.03	8.15	7.22	9.98	5.48	6.4	8.01
Smp_035360.2	24.09	18.01	8.96	6.02	7.31	8.8	11.42	11.61	6.33	7.54	7.42	11.12	7.28	5	6.79	6.59	5.69	6.03	8.15	7.22	9.98	5.48	6.4	8.01
Smp_035370.1	0	0.1	2.9	0.65	0.35	0.38	0	0	0	0	0.15	0	2.38	1.84	2.03	3.13	2.95	2.54	0.96	1.07	0	0.93	1.75	2.53
Smp_035370.2	2.76	0.2	3.16	0.17	0.65	1.19	0.54	0.53	0.12	0.14	0.18	0.48	5.18	7.35	8.27	3.91	3.14	5	1.28	0.66	1.11	1.3	1.02	1.72
Smp_035380.1	4.68	0.01	0.04	0.33	0.95	1.41	0.73	0.87	0.21	0.2	0.32	0.75	5.02	5.46	5	5.41	4.34	5.72	0.81	0.68	0.41	1.08	1.34	1.94
Smp_035390.1	42.57	20.18	18.01	19.69	11.58	28.38	13.2	16.32	21.9	19.02	18.4	15.03	25.24	17.57	28.37	39.74	33.61	36.2	9.95	9.7	12.4	22.93	21.49	25.93
Smp_035410.1	112.37	63.3	65.76	55.55	48.2	68.25	70.29	75.93	104.57	98.89	115.98	71.21	112.36	126.87	131.89	74.88	82.84	76.85	87.98	94.89	96.87	81.18	61.96	80.35
Smp_035430.1	129.13	115.52	115.34	83.45	59.13	115.49	139.17	138.83	192.92	183.52	175.61	145.86	212.3	172.07	216.4	197.89	190.86	175.84	85.57	93.42	96.96	124.31	110.23	142.41
Smp_035460.1	23.46	1.21	2.03	5.59	0	14.05	4.63	6.33	6.81	5.26	5.28	6.56	15.18	16.21	16.36	22.47	19.19	19.66	7.71	12.1	8.22	13.91	10.42	10.44
Smp_035460.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	1.76	0	0	0	0	0	0	0
Smp_035460.3	0	0.22	0	0	0	0	0.92	0.36	0.63	0	0.78	0.33	0	0	0	0	0	0	0	0	0	0	0	0
Smp_035460.4	3.52	0.37	0.54	5.22	4.91	4.51	3.15	4.2	3.74	2.64	3.31	5.05	2.07	1.87	1.72	3.76	2.85	2.55	1.91	0	1.75	3.57	4.17	3.5
Smp_035460.5	4.15	0.71	0.04	7.72	6.41	6.78	0.9	0.83	0.8	0.27	0.3	0.51	0	1.07	0.97	0.69	0.98	1.81	0.45	0	0	1.04	0.35	0.57
Smp_035470.1	104.08	145.86	109.65	31.82	15.24	53.69	107.54	108.65	101.45	100.26	90.62	116.03	96.79	81.21	83.97	120.83	103.82	113.22	176.3	175.7	172.71	144.28	113.32	132.87
Smp_035480.1	69.26	125.45	212.57	95.27	84.7	96.18	80.19	85.98	103.15	104.38	87.35	84.19	89.47	93.45	98.78	32.55	28.36	34.42	47.02	44.79	49.11	36.39	35.5	37.25
Smp_035500.1	4.03	0.89	11.87	13.54	8.28	12.28	2.61	3.49	0.96	1.95	2.14	3.85	19.87	23.83	17.71	20.6	15.98	19.74	2.48	3.3	1.55	4.33	4.47	7.51
